2022-07-29 17:10:02,166 - INFO - running /home/hxcai/competitive_network/0728_train_BT.py
2022-07-29 17:10:02,166 - INFO - parent pid = 48317, start task 2_3_fixA_square_2
2022-07-29 17:10:02,169 - DEBUG - {'data_dir': 'data', 'figure_dir': 'figures', 'output_dir': 'results/temp', 'log_dir': 'logs', 'seed': 2, 'nA': 2, 'nB': 3, 'nY': 1, 'max_epochs': 2000, 'log_epochs': 100, 'tol': 0.0001, 'model': {'type': 'CompetitiveNetwork', 'args': {'reparam': 'square', 'mode': 'fixA'}}, 'logger': {'version': 1, 'formatters': {'default': {'format': '%(asctime)s - %(levelname)s - %(message)s'}}, 'handlers': {'stream_handler': {'class': 'logging.StreamHandler', 'level': 'INFO', 'formatter': 'default', 'stream': 'ext://sys.stdout'}, 'file_handler': {'class': 'logging.handlers.RotatingFileHandler', 'level': 'DEBUG', 'formatter': 'default', 'filename': 'logs/20220729_171002_2_3_fixA_square_2.log', 'maxBytes': 10485760, 'backupCount': 5, 'encoding': 'utf-8'}}, 'root': {'level': 'DEBUG', 'handlers': ['stream_handler', 'file_handler']}}, 'data_loader': {'type': 'DataLoader', 'args': {'batch_size': 9, 'shuffle': False}}, 'optimizer': {'type': 'SGD', 'args': {'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0}}, 'loss': {'type': 'MSELoss()'}}
2022-07-29 17:10:02,686 - INFO - child pid = 49312, start training
2022-07-29 17:10:02,685 - INFO - child pid = 49304, start training
2022-07-29 17:10:02,689 - INFO - child pid = 49306, start training
2022-07-29 17:10:02,688 - INFO - child pid = 49305, start training
2022-07-29 17:10:02,689 - INFO - child pid = 49320, start training
2022-07-29 17:10:02,690 - INFO - child pid = 49307, start training
2022-07-29 17:10:02,691 - INFO - child pid = 49308, start training
2022-07-29 17:10:02,692 - INFO - child pid = 49309, start training
2022-07-29 17:10:02,694 - INFO - child pid = 49313, start training
2022-07-29 17:10:02,693 - INFO - child pid = 49310, start training
2022-07-29 17:10:02,694 - INFO - child pid = 49311, start training
2022-07-29 17:10:02,697 - INFO - child pid = 49317, start training
2022-07-29 17:10:02,696 - INFO - child pid = 49316, start training
2022-07-29 17:10:02,697 - INFO - child pid = 49318, start training
2022-07-29 17:10:02,696 - INFO - child pid = 49314, start training
2022-07-29 17:10:02,697 - INFO - child pid = 49319, start training
2022-07-29 17:10:02,698 - INFO - child pid = 49321, start training
2022-07-29 17:10:02,700 - INFO - child pid = 49326, start training
2022-07-29 17:10:02,699 - INFO - child pid = 49324, start training
2022-07-29 17:10:02,700 - INFO - child pid = 49325, start training
2022-07-29 17:10:02,702 - INFO - child pid = 49327, start training
2022-07-29 17:10:02,703 - INFO - child pid = 49329, start training
2022-07-29 17:10:02,706 - INFO - child pid = 49323, start training
2022-07-29 17:10:02,704 - INFO - child pid = 49330, start training
2022-07-29 17:10:02,705 - INFO - child pid = 49315, start training
2022-07-29 17:10:02,702 - INFO - child pid = 49328, start training
2022-07-29 17:10:02,705 - INFO - child pid = 49332, start training
2022-07-29 17:10:02,704 - INFO - child pid = 49331, start training
2022-07-29 17:10:02,699 - INFO - child pid = 49322, start training
2022-07-29 17:10:02,706 - INFO - child pid = 49333, start training
2022-07-29 17:10:02,768 - DEBUG - child pid = 49322, epoch = 0, loss = 0.24287242
2022-07-29 17:10:02,768 - DEBUG - child pid = 49307, epoch = 0, loss = 0.25159049
2022-07-29 17:10:02,768 - DEBUG - child pid = 49306, epoch = 0, loss = 0.13035466
2022-07-29 17:10:02,769 - DEBUG - child pid = 49319, epoch = 0, loss = 0.40778524
2022-07-29 17:10:02,769 - DEBUG - child pid = 49321, epoch = 0, loss = 0.48304468
2022-07-29 17:10:02,769 - DEBUG - child pid = 49311, epoch = 0, loss = 0.28154370
2022-07-29 17:10:02,768 - DEBUG - child pid = 49304, epoch = 0, loss = 0.05468966
2022-07-29 17:10:02,769 - DEBUG - child pid = 49318, epoch = 0, loss = 0.31672260
2022-07-29 17:10:02,769 - DEBUG - child pid = 49316, epoch = 0, loss = 0.77041286
2022-07-29 17:10:02,768 - DEBUG - child pid = 49310, epoch = 0, loss = 0.34426582
2022-07-29 17:10:02,769 - DEBUG - child pid = 49305, epoch = 0, loss = 0.49182564
2022-07-29 17:10:02,770 - DEBUG - child pid = 49324, epoch = 0, loss = 0.28227007
2022-07-29 17:10:02,771 - DEBUG - child pid = 49323, epoch = 0, loss = 0.20671245
2022-07-29 17:10:02,772 - DEBUG - child pid = 49333, epoch = 0, loss = 0.30775091
2022-07-29 17:10:02,770 - DEBUG - child pid = 49329, epoch = 0, loss = 0.95740986
2022-07-29 17:10:02,771 - DEBUG - child pid = 49313, epoch = 0, loss = 0.33951715
2022-07-29 17:10:02,771 - DEBUG - child pid = 49308, epoch = 0, loss = 0.22412992
2022-07-29 17:10:02,770 - DEBUG - child pid = 49309, epoch = 0, loss = 0.25007901
2022-07-29 17:10:02,772 - DEBUG - child pid = 49327, epoch = 0, loss = 0.55286026
2022-07-29 17:10:02,770 - DEBUG - child pid = 49320, epoch = 0, loss = 0.37318313
2022-07-29 17:10:02,770 - DEBUG - child pid = 49314, epoch = 0, loss = 0.45415196
2022-07-29 17:10:02,772 - DEBUG - child pid = 49331, epoch = 0, loss = 0.37743270
2022-07-29 17:10:02,770 - DEBUG - child pid = 49312, epoch = 0, loss = 0.25785759
2022-07-29 17:10:02,772 - DEBUG - child pid = 49328, epoch = 0, loss = 0.22670738
2022-07-29 17:10:02,772 - DEBUG - child pid = 49332, epoch = 0, loss = 0.13788567
2022-07-29 17:10:02,769 - DEBUG - child pid = 49326, epoch = 0, loss = 0.47997263
2022-07-29 17:10:02,770 - DEBUG - child pid = 49330, epoch = 0, loss = 0.27021915
2022-07-29 17:10:02,772 - DEBUG - child pid = 49317, epoch = 0, loss = 0.28146550
2022-07-29 17:10:02,772 - DEBUG - child pid = 49325, epoch = 0, loss = 0.48169458
2022-07-29 17:10:02,772 - DEBUG - child pid = 49315, epoch = 0, loss = 0.42838526
2022-07-29 17:10:03,018 - DEBUG - child pid = 49306, epoch = 100, loss = 0.06485239
2022-07-29 17:10:03,019 - DEBUG - child pid = 49322, epoch = 100, loss = 0.11234440
2022-07-29 17:10:03,019 - DEBUG - child pid = 49319, epoch = 100, loss = 0.04121859
2022-07-29 17:10:03,020 - DEBUG - child pid = 49307, epoch = 100, loss = 0.02311367
